id,name,summary,listing_url,picture_url,host_id,neighbourhood,street,zipcode,latitude,longitude,room_type,amenities,price,extra_people,minimum_nights,calculated_host_listings_count,availability_365
157427,"Stone's Throw Studio, Belgrave","Our beautiful 1 bedroom studio is suitable for 2 people as it has 1 double bed only. It has a garden setting with a private entrance & patio, large bathroom with clawfoot bath, separate shower and separate toilet. Located on a private street, yet walking distance to Puffing Billy, shops, bars, restaurants and train station. If you have a larger group we have a cottage as well. Please see our other listing Stone's Throw Cottage. Linen, towels and continental breakfast included. Free WIFI",https://www.airbnb.com/rooms/157427,https://a0.muscache.com/im/pictures/2024053/b89d8959_original.jpg?aki_policy=large,717024,Yarra Ranges,"Belgrave, Victoria, Australia",3160,-37.90605,145.35069,Entire home/apt,"{TV,Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,Washer,Dryer,""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",160,$0.00 ,1,2,315
161033,Healesville Yarra Valley Cottage,"The cottage is a small self contained cabin on a picturesque property. It is simple, comfortable, clean and private. This space is perfect for people  looking for a quiet stay in a rural location with access to all the Yarra Valley offers.",https://www.airbnb.com/rooms/161033,https://a0.muscache.com/im/pictures/17370249/68633870_original.jpg?aki_policy=large,770883,Yarra Ranges,"Chum Creek, Victoria, Australia",3777,-37.63282,145.49766,Entire home/apt,"{""Free parking on premises"",Breakfast,Heating,Washer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",81,$0.00 ,2,1,232
161404,"Handy Location, 5Beds, 3bath, 10km to CBD, Austin","Newly built townhouse with quality finishing. It is fully furnished with design originals including a comfy sofa and a dining table. The main space has a TV, DVD and Wi-Fi. Stainless steel kitchen equipped with Gas Stove and Oven, dishwasher, Fridge and fully stocked with cooking utensils and crockery. Central heating keeps the space warm in winter whilst Air Conditioning throughout makes the hot summer day a pleasure. Lovely outdoor space with small garden. Enjoy home away from your home.",https://www.airbnb.com/rooms/161404,https://a0.muscache.com/im/pictures/f3f3dc8e-3086-4014-aa8e-431aa7b113cc.jpg?aki_policy=large,772011,Banyule,"Ivanhoe, Victoria, Australia",3079,-37.75651,145.03991,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Host greets you""}",98,$20.00 ,2,1,316
163077,Elwood CHIC 1BR+WALK TO VILLAGE+PARKING+WIFI,"Beautiful Beachside Leafy Elwood! Only minutes to the Local Village bars, cafes, restaurants, supermarket, etc. This gorgeous designer apartment offers local village atmosphere and tram and buses are just a short stroll away that whisk you into Melbourne City Centre within minutes!",https://www.airbnb.com/rooms/163077,https://a0.muscache.com/im/pictures/107619127/5b6ca272_original.jpg?aki_policy=large,50121,Port Phillip,"Elwood, Victoria, Australia",3184,-37.87959,144.99165,Entire home/apt,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",138,$0.00 ,2,17,168
167067,Convenient Spot in Mt Waverley,The unit is right next to a small park where occasionally people exercise or just sit on the bench and enjoy the sun,https://www.airbnb.com/rooms/167067,https://a0.muscache.com/im/pictures/1053970/5886ce2f_original.jpg?aki_policy=large,796181,Monash,"Mount Waverley, Victoria, Australia",3149,-37.87146,145.12984,Private room,"{TV,Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Hangers,Iron,Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",45,$0.00 ,4,1,69
173426,Beautiful Northcote home with heart -close to city,"Our 3 bedroom 1940's renovated home is light, open and full of charm. The large garden and nearby creek create an urban oasis only 20 minutes from the city by public transport (a short walk to train station and tram stop). Just minutes from CERES organic markets / farm and the restaurants and shops of High St. A safe and quiet neighbourhood. Room is perfect for solo traveller and hosts can help as much or as little as needed.",https://www.airbnb.com/rooms/173426,https://a0.muscache.com/im/pictures/66973151/abd63179_original.jpg?aki_policy=large,804527,Darebin,"Melbourne, Victoria, Australia",3070,-37.76315,144.98578,Private room,"{TV,Internet,Wifi,""Air conditioning"",""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",36,$20.00 ,1,1,0
189128,"Double Room, Private Bathroom, Breakfast & Air Con","A lovely clean space with double bed, built in wardrobe and shelves for clothing and a private bathroom (not en suite). Crisp clean linen, towels and breakfast provided. Free WiFi, air conditioning and your own TV with Netflix and Foxtel (no live TV). Walk to a great range of shops, cafes and restaurants. Or use nearby public transport to be in the city centre in less than 30 minutes.  Hosting for over 4 years. Dog owners",https://www.airbnb.com/rooms/189128,https://a0.muscache.com/im/pictures/6425203/84035409_original.jpg?aki_policy=large,668611,Boroondara,"Hawthorn East, Victoria, Australia",3123,-37.8176,145.05913,Private room,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",61,$20.00 ,1,2,149
189293,A POP-UP BEDROOM NEAR CITY AND AIRPORT,"A pop-up bedroom on Airbnb as my parents wanted to let it out while they are overseas. It is a spacious room, apart from no access to the wardrobe which stores my parent's clothing,  you get the use of all facilities of the house. You will be sharing the house with 2 guests from Perth who booked the second room. Cheers Diana",https://www.airbnb.com/rooms/189293,https://a0.muscache.com/im/pictures/5d8f5347-5f2d-4396-8883-6a81434304e7.jpg?aki_policy=large,182833,Darebin,"Reservoir, Victoria, Australia",3073,-37.69879,145.00193,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer}",30,$15.00 ,2,3,0
189406,Position Perfect - Richmond,"This newly renovated one bedroom, one bathroom apartment is in an ideal location. It is superbly decorated and comfortable.",https://www.airbnb.com/rooms/189406,https://a0.muscache.com/im/pictures/34063671/68582e33_original.jpg?aki_policy=large,913736,Yarra,"Richmond, Victoria, Australia",3121,-37.81758,144.99833,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed""}",135,$15.00 ,3,8,41
189434,PositionPerfect Carlton Paris Style,"Our Carlton Paris style apartment is a stylish one bedroom one bathroom apartment located just off Lygon Street, Carlton.",https://www.airbnb.com/rooms/189434,https://a0.muscache.com/im/pictures/1227260/dd3b7ea5_original.jpg?aki_policy=large,913736,Melbourne,"Carlton, Victoria, Australia",3053,-37.7987,144.96671,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed""}",135,$15.00 ,3,8,30
209073,Luxury Melbourne City Apartment,"Providing all the luxury and glamour of Melbourne outside your doorstep! Located in the absolute heart of Melbourne close to theatres, shops, restaurants, the Botanical Gardens, Fitzroy Gardens, MCG, Tennis Center, inner-city galleries and cafes.  Within Walking Distance:  Federation Square, St Paul's Cathedral, Bourke St Mall, the Regent Theatre, Degrave's Lane, Centre Place, Melbourne Town Hall, National Gallery of Victoria, the Botanical Gardens, the Queen Vic Markets, etc.",https://www.airbnb.com/rooms/209073,https://a0.muscache.com/im/pictures/d2141064-54d5-4b31-aef5-619ff8778d31.jpg?aki_policy=large,1029900,Melbourne,"Melbourne, Victoria, Australia",3000,-37.81677,144.97589,Entire home/apt,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Wide hallways"",""Host greets you""}",140,$0.00 ,7,1,313
210568,"Carnarvon, Armadale/St KldaE/Caulfl","300 metres from Malvern station, 15 minutes to CBD. On several tram lines (no. (Phone number hidden by Airbnb) , and 6) that service the other inner and outer middle suburbs.  On popular shopping/cafe strip and large park. Walk to Monash Caulfield or one stop.",https://www.airbnb.com/rooms/210568,https://a0.muscache.com/im/pictures/2004474/f066a4ae_original.jpg?aki_policy=large,1038237,Glen Eira,"Caulfield North, Victoria, Australia",3161,-37.86898,145.02775,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water""}",57,$10.00 ,3,2,0
213348,Large room in quiet Victorian home,"Located in a large fully furnished home with beautiful, private garden.  Situated in a quiet cul de sac between Fitzroy Street St Kilda and Chapel Street Windsor, it's walking distance to the best of what St Kilda and Windsor / Prahran have to offer.",https://www.airbnb.com/rooms/213348,https://a0.muscache.com/im/pictures/10776403/ff173781_original.jpg?aki_policy=large,689924,Port Phillip,"St Kilda, Victoria, Australia",3182,-37.85874,144.98633,Private room,"{TV,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",71,$30.00 ,3,1,0
214565,Warm and inviting cottage in the North East,"Warm and inviting inter-war (between the world wars) cottage in Melbourne's green wedge.  Minutes from transport to the city, airport, LaTrobe Uni Bundoora, RMIT Bundoora.  Only a picturesque hour drive to the Yarra Valley.  Easy driving to Kinglake National Park.   Great area which is more like a small village swallowed up by the city. With an active cafe and restaurant culture. Plenty of choice. Lots of local wildlife, including possums, lorikeets and rosellas.",https://www.airbnb.com/rooms/214565,https://a0.muscache.com/im/pictures/d4ffe05d-c5ef-4ad2-b783-1e90b1530f1a.jpg?aki_policy=large,1107678,Banyule,"Montmorency, Victoria, Australia",3094,-37.7137,145.1238,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",30,$0.00 ,1,1,0
215787,5 mins Melbourne CBD in Richmond. ,"Apartment located opposite the Melbourne Cricket Ground, close to all public transport for the CBD or a 15mins walk. Tastefully decorated, one bedroom, study/dining room overlooking leafy Punt Rd, living room, kitchen & bathroom, undercover parking.",https://www.airbnb.com/rooms/215787,https://a0.muscache.com/im/pictures/1912849/e9981447_original.jpg?aki_policy=large,700065,Yarra,"Richmond, Victoria, Australia",3121,-37.81861,144.98996,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,""Smoke detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",94,$0.00 ,30,1,205
227028,Flinders Lane Architecturally Designed Apartment,Welcome to the award winning architecturally designed apartment in a historic heritage building located on Melbourne's iconic Flinders Lane.,https://www.airbnb.com/rooms/227028,https://a0.muscache.com/im/pictures/37667946/b7901893_original.jpg?aki_policy=large,1184368,Melbourne,"Melbourne, Victoria, Australia",3000,-37.81571,144.96748,Entire home/apt,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed""}",221,$25.00 ,2,1,198
